page,subject,pathway,tier,quiz_count,fifa_count,has_common_mistake,has_matching,has_equations,has_rp,has_examiner_tip,lineup
chemistry/atomic-structure/atoms-elements-compounds,chemistry,combined,foundation,4,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/mixtures,chemistry,combined,foundation,3,1,True,True,True,True,False,1111001111
chemistry/atomic-structure/model-of-the-atom,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/subatomic-particles,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/relative-atomic-mass,chemistry,combined,foundation,2,1,True,True,True,False,False,0111000111
chemistry/atomic-structure/electronic-structure,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/periodic-table,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/development-periodic-table,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/metals-non-metals,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/group-0,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/group-1,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/atomic-structure/group-7,chemistry,combined,foundation,3,0,True,True,True,False,False,0111000101
chemistry/bonding/chemical-bonds,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/ionic-bonding,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/ionic-compounds,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/covalent-bonding,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/metallic-bonding,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/states-of-matter,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/properties-ionic-compounds,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/properties-small-molecules,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/polymers,chemistry,combined,foundation,10,0,True,True,True,False,True,0111000101
chemistry/bonding/giant-covalent-structures,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/bonding/metals-alloys,chemistry,combined,foundation,10,0,True,True,False,False,True,0011000101
chemistry/quantitative/conservation-of-mass,chemistry,combined,foundation,3,0,True,True,False,False,False,0011000101
chemistry/quantitative/relative-formula-mass,chemistry,combined,foundation,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/mass-changes-reactions,chemistry,combined,foundation,2,1,True,True,False,False,False,0011000111
chemistry/quantitative/chemical-measurements,chemistry,combined,foundation,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/concentration-of-solutions,chemistry,combined,foundation,2,1,True,True,True,False,False,1111000111
chemistry/chemical-changes/reactivity-series,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/extraction-of-metals,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/oxidation-reduction,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/reactions-of-acids,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/salts-neutralisation,chemistry,combined,foundation,2,0,True,True,True,True,False,0111001101
chemistry/chemical-changes/ph-scale,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/chemical-changes/electrolysis-principles,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/chemical-changes/electrolysis-molten,chemistry,combined,foundation,2,0,True,True,True,True,False,0111001101
chemistry/chemical-changes/electrolysis-extraction,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/electrolysis-aqueous,chemistry,combined,foundation,2,0,True,True,True,True,False,0111001101
chemistry/energy-changes/exothermic-endothermic,chemistry,combined,foundation,2,1,True,True,True,True,False,1111001111
chemistry/energy-changes/reaction-profiles,chemistry,combined,foundation,2,0,True,True,True,False,False,1111000101
chemistry/rates-equilibrium/calculating-rates,chemistry,combined,foundation,2,1,True,True,True,True,False,1111001111
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,combined,foundation,2,0,True,True,False,True,False,0011001101
chemistry/rates-equilibrium/collision-theory,chemistry,combined,foundation,2,0,True,True,False,False,False,1011000101
chemistry/rates-equilibrium/catalysts,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/organic/crude-oil-hydrocarbons,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/organic/fractional-distillation,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/organic/properties-of-hydrocarbons,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/organic/cracking-alkenes,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/analysis/pure-substances,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/analysis/formulations,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/analysis/chromatography,chemistry,combined,foundation,2,1,True,True,True,True,False,1111001111
chemistry/analysis/testing-for-gases,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/atmosphere/composition-of-atmosphere,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atmosphere/early-atmosphere,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/atmosphere/greenhouse-gases,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atmosphere/atmospheric-pollutants,chemistry,combined,foundation,2,0,True,True,True,False,False,0111000101
chemistry/resources/earths-resources,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/resources/potable-water,chemistry,combined,foundation,2,0,True,True,False,True,False,0011001101
chemistry/resources/life-cycle-assessment,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/resources/reducing-use-of-resources,chemistry,combined,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/atoms-elements-compounds,chemistry,combined,higher,4,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/mixtures,chemistry,combined,higher,3,1,True,True,True,True,False,1111001111
chemistry/atomic-structure/model-of-the-atom,chemistry,combined,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/subatomic-particles,chemistry,combined,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/relative-atomic-mass,chemistry,combined,higher,2,1,True,True,True,False,False,0111100111
chemistry/atomic-structure/electronic-structure,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/atomic-structure/periodic-table,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/atomic-structure/development-periodic-table,chemistry,combined,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/metals-non-metals,chemistry,combined,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/group-0,chemistry,combined,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/group-1,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/atomic-structure/group-7,chemistry,combined,higher,3,0,True,True,True,False,False,0111100101
chemistry/bonding/chemical-bonds,chemistry,combined,higher,10,0,True,True,False,False,True,0011000101
chemistry/bonding/ionic-bonding,chemistry,combined,higher,10,0,True,True,False,False,True,0011000101
chemistry/bonding/ionic-compounds,chemistry,combined,higher,10,0,True,True,False,False,True,0011000101
chemistry/bonding/covalent-bonding,chemistry,combined,higher,10,0,True,True,False,False,True,0011100101
chemistry/bonding/metallic-bonding,chemistry,combined,higher,10,0,True,True,False,False,True,0011000101
chemistry/bonding/states-of-matter,chemistry,combined,higher,10,0,True,True,False,False,True,0011000101
chemistry/bonding/properties-ionic-compounds,chemistry,combined,higher,10,0,True,True,False,False,True,0011000101
chemistry/bonding/properties-small-molecules,chemistry,combined,higher,10,0,True,True,False,False,True,0011000101
chemistry/bonding/polymers,chemistry,combined,higher,10,0,True,True,True,False,True,0111000101
chemistry/bonding/giant-covalent-structures,chemistry,combined,higher,10,0,True,True,False,False,True,0011100101
chemistry/bonding/metals-alloys,chemistry,combined,higher,10,0,True,True,False,False,True,0011000101
chemistry/quantitative/conservation-of-mass,chemistry,combined,higher,3,0,True,True,False,False,False,0011100101
chemistry/quantitative/relative-formula-mass,chemistry,combined,higher,2,1,True,True,True,False,False,1111100111
chemistry/quantitative/mass-changes-reactions,chemistry,combined,higher,2,1,True,True,False,False,False,0011000111
chemistry/quantitative/chemical-measurements,chemistry,combined,higher,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/concentration-of-solutions,chemistry,combined,higher,2,1,True,True,True,False,False,1111100111
chemistry/quantitative/moles,chemistry,combined,higher,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/amounts-in-equations,chemistry,combined,higher,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/using-moles-calculations,chemistry,combined,higher,2,1,True,True,True,False,False,1111000111
chemistry/chemical-changes/reactivity-series,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/extraction-of-metals,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/oxidation-reduction,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/reactions-of-acids,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/salts-neutralisation,chemistry,combined,higher,2,0,True,True,True,True,False,0111001101
chemistry/chemical-changes/ph-scale,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/chemical-changes/electrolysis-principles,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/chemical-changes/electrolysis-molten,chemistry,combined,higher,2,0,True,True,True,True,False,0111101101
chemistry/chemical-changes/electrolysis-extraction,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/electrolysis-aqueous,chemistry,combined,higher,2,0,True,True,True,True,False,0111101101
chemistry/chemical-changes/strong-weak-acids,chemistry,combined,higher,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/half-equations,chemistry,combined,higher,2,1,True,True,True,False,False,0111000111
chemistry/energy-changes/exothermic-endothermic,chemistry,combined,higher,2,1,True,True,True,True,False,1111101111
chemistry/energy-changes/reaction-profiles,chemistry,combined,higher,2,0,True,True,True,False,False,1111100101
chemistry/energy-changes/bond-energy-calculations,chemistry,combined,higher,2,1,True,True,True,False,False,1111000111
chemistry/rates-equilibrium/calculating-rates,chemistry,combined,higher,2,1,True,True,True,True,False,1111101111
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,combined,higher,2,0,True,True,False,True,False,0011001101
chemistry/rates-equilibrium/collision-theory,chemistry,combined,higher,2,0,True,True,False,False,False,1011100101
chemistry/rates-equilibrium/catalysts,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/rates-equilibrium/effect-of-conditions-equilibrium,chemistry,combined,higher,2,0,True,True,True,False,False,0111000101
chemistry/organic/crude-oil-hydrocarbons,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/organic/fractional-distillation,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/organic/properties-of-hydrocarbons,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/organic/cracking-alkenes,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/analysis/pure-substances,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/analysis/formulations,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/analysis/chromatography,chemistry,combined,higher,2,1,True,True,True,True,False,1111101111
chemistry/analysis/testing-for-gases,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/atmosphere/composition-of-atmosphere,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/atmosphere/early-atmosphere,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/atmosphere/greenhouse-gases,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/atmosphere/atmospheric-pollutants,chemistry,combined,higher,2,0,True,True,True,False,False,0111100101
chemistry/resources/earths-resources,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/resources/potable-water,chemistry,combined,higher,2,0,True,True,False,True,False,0011101101
chemistry/resources/life-cycle-assessment,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/resources/reducing-use-of-resources,chemistry,combined,higher,2,0,True,True,False,False,False,0011100101
chemistry/resources/alternative-metal-extraction,chemistry,combined,higher,2,0,True,True,True,False,False,0111000101
chemistry/atomic-structure/atoms-elements-compounds,chemistry,triple,foundation,4,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/mixtures,chemistry,triple,foundation,3,1,True,True,True,True,False,1111001111
chemistry/atomic-structure/model-of-the-atom,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/subatomic-particles,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/relative-atomic-mass,chemistry,triple,foundation,2,1,True,True,True,False,False,0111000111
chemistry/atomic-structure/electronic-structure,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/periodic-table,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/development-periodic-table,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/metals-non-metals,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/group-0,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/group-1,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/atomic-structure/group-7,chemistry,triple,foundation,3,0,True,True,True,False,False,0111000101
chemistry/atomic-structure/transition-metals,chemistry,triple,foundation,2,0,True,True,False,False,False,0011010101
chemistry/bonding/chemical-bonds,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/ionic-bonding,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/ionic-compounds,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/covalent-bonding,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/metallic-bonding,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/states-of-matter,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/properties-ionic-compounds,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/properties-small-molecules,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/polymers,chemistry,triple,foundation,12,0,True,True,True,False,True,0111000101
chemistry/bonding/giant-covalent-structures,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/metals-alloys,chemistry,triple,foundation,12,0,True,True,False,False,True,0011000101
chemistry/bonding/nanoparticles,chemistry,triple,foundation,10,3,True,True,False,False,True,0011000111
chemistry/quantitative/conservation-of-mass,chemistry,triple,foundation,3,0,True,True,False,False,False,0011000101
chemistry/quantitative/relative-formula-mass,chemistry,triple,foundation,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/mass-changes-reactions,chemistry,triple,foundation,2,1,True,True,False,False,False,0011000111
chemistry/quantitative/chemical-measurements,chemistry,triple,foundation,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/percentage-yield,chemistry,triple,foundation,2,1,True,True,True,False,False,0111010111
chemistry/quantitative/atom-economy,chemistry,triple,foundation,2,1,True,True,True,False,False,0111010111
chemistry/quantitative/concentration-of-solutions,chemistry,triple,foundation,2,1,True,True,True,False,False,1111000111
chemistry/chemical-changes/reactivity-series,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/extraction-of-metals,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/oxidation-reduction,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/reactions-of-acids,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/salts-neutralisation,chemistry,triple,foundation,2,0,True,True,True,True,False,0111001101
chemistry/chemical-changes/ph-scale,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/chemical-changes/titrations,chemistry,triple,foundation,2,1,True,True,True,True,False,0111011111
chemistry/chemical-changes/electrolysis-principles,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/chemical-changes/electrolysis-molten,chemistry,triple,foundation,2,0,True,True,True,True,False,0111001101
chemistry/chemical-changes/electrolysis-extraction,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/electrolysis-aqueous,chemistry,triple,foundation,2,0,True,True,True,True,False,0111001101
chemistry/energy-changes/exothermic-endothermic,chemistry,triple,foundation,2,1,True,True,True,True,False,1111001111
chemistry/energy-changes/reaction-profiles,chemistry,triple,foundation,2,0,True,True,True,False,False,1111000101
chemistry/energy-changes/cells-and-batteries,chemistry,triple,foundation,2,0,True,True,False,False,False,0011010101
chemistry/energy-changes/fuel-cells,chemistry,triple,foundation,2,0,True,True,True,False,False,0111010101
chemistry/rates-equilibrium/calculating-rates,chemistry,triple,foundation,2,1,True,True,True,True,False,1111001111
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,triple,foundation,2,0,True,True,False,True,False,0011001101
chemistry/rates-equilibrium/collision-theory,chemistry,triple,foundation,2,0,True,True,False,False,False,1011000101
chemistry/rates-equilibrium/catalysts,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/organic/crude-oil-hydrocarbons,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/organic/fractional-distillation,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/organic/properties-of-hydrocarbons,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/organic/cracking-alkenes,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/organic/structure-of-alkenes,chemistry,triple,foundation,2,0,True,True,True,False,False,0111010101
chemistry/organic/reactions-of-alkenes,chemistry,triple,foundation,2,0,True,True,True,False,False,0111010101
chemistry/organic/alcohols,chemistry,triple,foundation,2,0,True,True,True,False,False,0111010101
chemistry/organic/carboxylic-acids,chemistry,triple,foundation,2,0,True,True,True,False,False,0111010101
chemistry/organic/addition-polymerisation,chemistry,triple,foundation,2,0,True,True,True,False,False,0111010101
chemistry/organic/dna-naturally-occurring-polymers,chemistry,triple,foundation,2,0,True,True,False,False,False,0011010101
chemistry/analysis/pure-substances,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/analysis/formulations,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/analysis/chromatography,chemistry,triple,foundation,2,1,True,True,True,True,False,1111001111
chemistry/analysis/testing-for-gases,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/analysis/flame-tests,chemistry,triple,foundation,2,0,True,True,False,True,False,0011011101
chemistry/analysis/metal-hydroxides,chemistry,triple,foundation,2,0,True,True,True,True,False,0111011101
chemistry/analysis/carbonates-halides-sulfates,chemistry,triple,foundation,2,0,True,True,True,True,False,0111011101
chemistry/analysis/instrumental-methods,chemistry,triple,foundation,2,0,True,True,False,False,False,0011010101
chemistry/atmosphere/composition-of-atmosphere,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atmosphere/early-atmosphere,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/atmosphere/greenhouse-gases,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/atmosphere/atmospheric-pollutants,chemistry,triple,foundation,2,0,True,True,True,False,False,0111000101
chemistry/resources/earths-resources,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/resources/potable-water,chemistry,triple,foundation,2,0,True,True,False,True,False,0011001101
chemistry/resources/life-cycle-assessment,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/resources/reducing-use-of-resources,chemistry,triple,foundation,2,0,True,True,False,False,False,0011000101
chemistry/resources/corrosion-prevention,chemistry,triple,foundation,2,0,True,True,True,False,False,0111010101
chemistry/resources/alloys-useful-materials,chemistry,triple,foundation,2,0,True,True,False,False,False,0011010101
chemistry/resources/ceramics-polymers-composites,chemistry,triple,foundation,2,0,True,True,False,False,False,0011010101
chemistry/resources/haber-process,chemistry,triple,foundation,2,1,True,True,True,False,False,0111010111
chemistry/resources/npk-fertilisers,chemistry,triple,foundation,2,0,True,True,True,False,False,0111010101
chemistry/atomic-structure/atoms-elements-compounds,chemistry,triple,higher,4,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/mixtures,chemistry,triple,higher,3,1,True,True,True,True,False,1111001111
chemistry/atomic-structure/model-of-the-atom,chemistry,triple,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/subatomic-particles,chemistry,triple,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/relative-atomic-mass,chemistry,triple,higher,2,1,True,True,True,False,False,0111100111
chemistry/atomic-structure/electronic-structure,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/atomic-structure/periodic-table,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/atomic-structure/development-periodic-table,chemistry,triple,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/metals-non-metals,chemistry,triple,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/group-0,chemistry,triple,higher,2,0,True,True,False,False,False,0011000101
chemistry/atomic-structure/group-1,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/atomic-structure/group-7,chemistry,triple,higher,3,0,True,True,True,False,False,0111100101
chemistry/atomic-structure/transition-metals,chemistry,triple,higher,2,0,True,True,False,False,False,0011110101
chemistry/bonding/chemical-bonds,chemistry,triple,higher,12,0,True,True,False,False,True,0011000101
chemistry/bonding/ionic-bonding,chemistry,triple,higher,12,0,True,True,False,False,True,0011000101
chemistry/bonding/ionic-compounds,chemistry,triple,higher,12,0,True,True,False,False,True,0011000101
chemistry/bonding/covalent-bonding,chemistry,triple,higher,12,0,True,True,False,False,True,0011100101
chemistry/bonding/metallic-bonding,chemistry,triple,higher,12,0,True,True,False,False,True,0011000101
chemistry/bonding/states-of-matter,chemistry,triple,higher,12,0,True,True,False,False,True,0011000101
chemistry/bonding/properties-ionic-compounds,chemistry,triple,higher,12,0,True,True,False,False,True,0011000101
chemistry/bonding/properties-small-molecules,chemistry,triple,higher,12,0,True,True,False,False,True,0011000101
chemistry/bonding/polymers,chemistry,triple,higher,12,0,True,True,True,False,True,0111000101
chemistry/bonding/giant-covalent-structures,chemistry,triple,higher,12,0,True,True,False,False,True,0011100101
chemistry/bonding/metals-alloys,chemistry,triple,higher,12,0,True,True,False,False,True,0011000101
chemistry/bonding/nanoparticles,chemistry,triple,higher,11,3,True,True,False,False,True,0011100111
chemistry/quantitative/conservation-of-mass,chemistry,triple,higher,3,0,True,True,False,False,False,0011100101
chemistry/quantitative/relative-formula-mass,chemistry,triple,higher,2,1,True,True,True,False,False,1111100111
chemistry/quantitative/mass-changes-reactions,chemistry,triple,higher,2,1,True,True,False,False,False,0011000111
chemistry/quantitative/chemical-measurements,chemistry,triple,higher,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/percentage-yield,chemistry,triple,higher,2,1,True,True,True,False,False,0111110111
chemistry/quantitative/atom-economy,chemistry,triple,higher,2,1,True,True,True,False,False,0111110111
chemistry/quantitative/concentration-of-solutions,chemistry,triple,higher,2,1,True,True,True,False,False,1111100111
chemistry/quantitative/moles,chemistry,triple,higher,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/amounts-in-equations,chemistry,triple,higher,2,1,True,True,True,False,False,1111000111
chemistry/quantitative/using-moles-calculations,chemistry,triple,higher,2,1,True,True,True,False,False,1111000111
chemistry/chemical-changes/reactivity-series,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/extraction-of-metals,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/oxidation-reduction,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/reactions-of-acids,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/salts-neutralisation,chemistry,triple,higher,2,0,True,True,True,True,False,0111001101
chemistry/chemical-changes/ph-scale,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/chemical-changes/titrations,chemistry,triple,higher,2,1,True,True,True,True,False,0111111111
chemistry/chemical-changes/electrolysis-principles,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/chemical-changes/electrolysis-molten,chemistry,triple,higher,2,0,True,True,True,True,False,0111101101
chemistry/chemical-changes/electrolysis-extraction,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/chemical-changes/electrolysis-aqueous,chemistry,triple,higher,2,0,True,True,True,True,False,0111101101
chemistry/chemical-changes/strong-weak-acids,chemistry,triple,higher,2,0,True,True,True,False,False,0111000101
chemistry/chemical-changes/half-equations,chemistry,triple,higher,2,1,True,True,True,False,False,0111000111
chemistry/energy-changes/exothermic-endothermic,chemistry,triple,higher,2,1,True,True,True,True,False,1111101111
chemistry/energy-changes/reaction-profiles,chemistry,triple,higher,2,0,True,True,True,False,False,1111100101
chemistry/energy-changes/cells-and-batteries,chemistry,triple,higher,2,0,True,True,False,False,False,0011110101
chemistry/energy-changes/fuel-cells,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/energy-changes/bond-energy-calculations,chemistry,triple,higher,2,1,True,True,True,False,False,1111000111
chemistry/rates-equilibrium/calculating-rates,chemistry,triple,higher,2,1,True,True,True,True,False,1111101111
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,triple,higher,2,0,True,True,False,True,False,0011001101
chemistry/rates-equilibrium/collision-theory,chemistry,triple,higher,2,0,True,True,False,False,False,1011100101
chemistry/rates-equilibrium/catalysts,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/rates-equilibrium/effect-of-conditions-equilibrium,chemistry,triple,higher,2,0,True,True,True,False,False,0111000101
chemistry/organic/crude-oil-hydrocarbons,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/organic/fractional-distillation,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/organic/properties-of-hydrocarbons,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/organic/cracking-alkenes,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/organic/structure-of-alkenes,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/organic/reactions-of-alkenes,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/organic/alcohols,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/organic/carboxylic-acids,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/organic/addition-polymerisation,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/organic/condensation-polymerisation,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
